Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2021-01-23T09:46:50-0500,Money Movement,,,,Regulatory fee adjustment,-0.27,0,,--,0.00,,,,,,
